article,importance,importance_updated,quality,quality_updated,article_history_link,article_link,article_talk,article_talk_link,title,page_id,ns
Flu season,High-Class,2020-03-09T19:00:23Z,C-Class,2014-11-12T01:27:19Z,https://en.wikipedia.org/w/index.php?title=Flu%20season&action=history,https://en.wikipedia.org/w/index.php?title=Flu%20season,Talk:Flu season,https://en.wikipedia.org/w/index.php?title=Talk:Flu%20season,Flu season,2859941,0.0
Health effects of sunlight exposure,High-Class,2015-03-18T01:01:48Z,C-Class,2015-03-18T01:01:48Z,https://en.wikipedia.org/w/index.php?title=Health%20effects%20of%20sunlight%20exposure&action=history,https://en.wikipedia.org/w/index.php?title=Health%20effects%20of%20sunlight%20exposure,Talk:Health effects of sunlight exposure,https://en.wikipedia.org/w/index.php?title=Talk:Health%20effects%20of%20sunlight%20exposure,Health effects of sunlight exposure,25669714,0.0
Health policy,High-Class,2009-12-11T10:59:20Z,C-Class,2024-12-14T12:07:50Z,https://en.wikipedia.org/w/index.php?title=Health%20policy&action=history,https://en.wikipedia.org/w/index.php?title=Health%20policy,Talk:Health policy,https://en.wikipedia.org/w/index.php?title=Talk:Health%20policy,Health policy,8695082,0.0
Reuptake inhibitor,High-Class,2010-02-26T15:09:57Z,C-Class,2010-02-26T15:09:57Z,https://en.wikipedia.org/w/index.php?title=Reuptake%20inhibitor&action=history,https://en.wikipedia.org/w/index.php?title=Reuptake%20inhibitor,Talk:Reuptake inhibitor,https://en.wikipedia.org/w/index.php?title=Talk:Reuptake%20inhibitor,Reuptake inhibitor,16959634,0.0
2017–2018 South African listeriosis outbreak,Mid-Class,2018-03-05T01:02:10Z,C-Class,2024-01-29T21:18:42Z,https://en.wikipedia.org/w/index.php?title=2017%E2%80%932018%20South%20African%20listeriosis%20outbreak&action=history,https://en.wikipedia.org/w/index.php?title=2017%E2%80%932018%20South%20African%20listeriosis%20outbreak,Talk:2017–2018 South African listeriosis outbreak,https://en.wikipedia.org/w/index.php?title=Talk:2017%E2%80%932018%20South%20African%20listeriosis%20outbreak,2017–2018 South African listeriosis outbreak,56746806,0.0
Abdominal examination,Mid-Class,2024-01-30T19:00:27Z,C-Class,2024-01-30T19:00:27Z,https://en.wikipedia.org/w/index.php?title=Abdominal%20examination&action=history,https://en.wikipedia.org/w/index.php?title=Abdominal%20examination,Talk:Abdominal examination,https://en.wikipedia.org/w/index.php?title=Talk:Abdominal%20examination,Abdominal examination,2297130,0.0
Absent pulmonary valve syndrome,Mid-Class,2019-01-28T16:09:25Z,C-Class,2023-12-28T23:26:50Z,https://en.wikipedia.org/w/index.php?title=Absent%20pulmonary%20valve%20syndrome&action=history,https://en.wikipedia.org/w/index.php?title=Absent%20pulmonary%20valve%20syndrome,Talk:Absent pulmonary valve syndrome,https://en.wikipedia.org/w/index.php?title=Talk:Absent%20pulmonary%20valve%20syndrome,Absent pulmonary valve syndrome,58704448,0.0
Airway clearance therapy,Mid-Class,2020-06-18T16:41:37Z,C-Class,2022-04-08T19:40:13Z,https://en.wikipedia.org/w/index.php?title=Airway%20clearance%20therapy&action=history,https://en.wikipedia.org/w/index.php?title=Airway%20clearance%20therapy,Talk:Airway clearance therapy,https://en.wikipedia.org/w/index.php?title=Talk:Airway%20clearance%20therapy,Airway clearance therapy,64312914,0.0
Anabolic steroid,Mid-Class,2008-04-01T16:11:26Z,C-Class,2024-12-30T21:42:32Z,https://en.wikipedia.org/w/index.php?title=Anabolic%20steroid&action=history,https://en.wikipedia.org/w/index.php?title=Anabolic%20steroid,Talk:Anabolic steroid,https://en.wikipedia.org/w/index.php?title=Talk:Anabolic%20steroid,Anabolic steroid,19218324,0.0
Angiography,Mid-Class,2009-03-01T12:08:10Z,C-Class,2024-02-12T03:13:49Z,https://en.wikipedia.org/w/index.php?title=Angiography&action=history,https://en.wikipedia.org/w/index.php?title=Angiography,Talk:Angiography,https://en.wikipedia.org/w/index.php?title=Talk:Angiography,Angiography,449966,0.0
Anthropometry,Mid-Class,2013-05-26T16:23:50Z,C-Class,2013-05-26T16:23:50Z,https://en.wikipedia.org/w/index.php?title=Anthropometry&action=history,https://en.wikipedia.org/w/index.php?title=Anthropometry,Talk:Anthropometry,https://en.wikipedia.org/w/index.php?title=Talk:Anthropometry,Anthropometry,330879,0.0
Antifungal,Mid-Class,2015-05-09T16:36:21Z,C-Class,2020-04-08T11:39:01Z,https://en.wikipedia.org/w/index.php?title=Antifungal&action=history,https://en.wikipedia.org/w/index.php?title=Antifungal,Talk:Antifungal,https://en.wikipedia.org/w/index.php?title=Talk:Antifungal,Antifungal,575176,0.0
Apnea of prematurity,Mid-Class,2007-11-19T17:49:34Z,C-Class,2023-02-09T23:17:57Z,https://en.wikipedia.org/w/index.php?title=Apnea%20of%20prematurity&action=history,https://en.wikipedia.org/w/index.php?title=Apnea%20of%20prematurity,Talk:Apnea of prematurity,https://en.wikipedia.org/w/index.php?title=Talk:Apnea%20of%20prematurity,Apnea of prematurity,6574918,0.0
Astrocytoma,Mid-Class,2007-11-18T21:25:44Z,C-Class,2025-01-03T07:48:41Z,https://en.wikipedia.org/w/index.php?title=Astrocytoma&action=history,https://en.wikipedia.org/w/index.php?title=Astrocytoma,Talk:Astrocytoma,https://en.wikipedia.org/w/index.php?title=Talk:Astrocytoma,Astrocytoma,1024087,0.0
Blood cell,Mid-Class,2008-04-21T20:01:14Z,C-Class,2013-06-20T12:47:23Z,https://en.wikipedia.org/w/index.php?title=Blood%20cell&action=history,https://en.wikipedia.org/w/index.php?title=Blood%20cell,Talk:Blood cell,https://en.wikipedia.org/w/index.php?title=Talk:Blood%20cell,Blood cell,67159,0.0
Butyric acid,Mid-Class,2015-05-25T01:36:07Z,C-Class,2015-05-25T01:34:38Z,https://en.wikipedia.org/w/index.php?title=Butyric%20acid&action=history,https://en.wikipedia.org/w/index.php?title=Butyric%20acid,Talk:Butyric acid,https://en.wikipedia.org/w/index.php?title=Talk:Butyric%20acid,Butyric acid,232345,0.0
COVID-19 pandemic in Chile,Mid-Class,2020-03-04T23:12:03Z,C-Class,2020-03-07T23:59:27Z,https://en.wikipedia.org/w/index.php?title=COVID-19%20pandemic%20in%20Chile&action=history,https://en.wikipedia.org/w/index.php?title=COVID-19%20pandemic%20in%20Chile,Talk:COVID-19 pandemic in Chile,https://en.wikipedia.org/w/index.php?title=Talk:COVID-19%20pandemic%20in%20Chile,COVID-19 pandemic in Chile,63275617,0.0
Camurati–Engelmann disease,Mid-Class,2011-04-19T02:28:12Z,C-Class,2011-04-19T02:28:12Z,https://en.wikipedia.org/w/index.php?title=Camurati%E2%80%93Engelmann%20disease&action=history,https://en.wikipedia.org/w/index.php?title=Camurati%E2%80%93Engelmann%20disease,Talk:Camurati–Engelmann disease,https://en.wikipedia.org/w/index.php?title=Talk:Camurati%E2%80%93Engelmann%20disease,Camurati–Engelmann disease,16019019,0.0
Causal model,Mid-Class,2020-03-19T13:17:33Z,C-Class,2024-04-27T20:20:30Z,https://en.wikipedia.org/w/index.php?title=Causal%20model&action=history,https://en.wikipedia.org/w/index.php?title=Causal%20model,Talk:Causal model,https://en.wikipedia.org/w/index.php?title=Talk:Causal%20model,Causal model,6672748,0.0
Chiropractic controversy and criticism,Mid-Class,2012-04-03T15:01:24Z,C-Class,2012-04-03T15:01:24Z,https://en.wikipedia.org/w/index.php?title=Chiropractic%20controversy%20and%20criticism&action=history,https://en.wikipedia.org/w/index.php?title=Chiropractic%20controversy%20and%20criticism,Talk:Chiropractic controversy and criticism,https://en.wikipedia.org/w/index.php?title=Talk:Chiropractic%20controversy%20and%20criticism,Chiropractic controversy and criticism,15611308,0.0
Chlamydia trachomatis,Mid-Class,2015-05-29T20:48:57Z,C-Class,2008-11-06T19:14:50Z,https://en.wikipedia.org/w/index.php?title=Chlamydia%20trachomatis&action=history,https://en.wikipedia.org/w/index.php?title=Chlamydia%20trachomatis,Talk:Chlamydia trachomatis,https://en.wikipedia.org/w/index.php?title=Talk:Chlamydia%20trachomatis,Chlamydia trachomatis,411021,0.0
Controlled ovarian hyperstimulation,Mid-Class,2013-08-13T15:04:14Z,C-Class,2013-08-13T15:04:14Z,https://en.wikipedia.org/w/index.php?title=Controlled%20ovarian%20hyperstimulation&action=history,https://en.wikipedia.org/w/index.php?title=Controlled%20ovarian%20hyperstimulation,Talk:Controlled ovarian hyperstimulation,https://en.wikipedia.org/w/index.php?title=Talk:Controlled%20ovarian%20hyperstimulation,Controlled ovarian hyperstimulation,11341870,0.0
Dasabuvir,Mid-Class,2016-12-14T04:19:33Z,C-Class,2016-12-14T04:19:33Z,https://en.wikipedia.org/w/index.php?title=Dasabuvir&action=history,https://en.wikipedia.org/w/index.php?title=Dasabuvir,Talk:Dasabuvir,https://en.wikipedia.org/w/index.php?title=Talk:Dasabuvir,Dasabuvir,45263023,0.0
Disease registry,Mid-Class,2011-07-09T21:25:52Z,C-Class,2011-07-07T01:15:30Z,https://en.wikipedia.org/w/index.php?title=Disease%20registry&action=history,https://en.wikipedia.org/w/index.php?title=Disease%20registry,Talk:Disease registry,https://en.wikipedia.org/w/index.php?title=Talk:Disease%20registry,Disease registry,18137793,0.0
Echocardiography,Mid-Class,2008-01-22T06:36:02Z,C-Class,2022-05-04T21:35:26Z,https://en.wikipedia.org/w/index.php?title=Echocardiography&action=history,https://en.wikipedia.org/w/index.php?title=Echocardiography,Talk:Echocardiography,https://en.wikipedia.org/w/index.php?title=Talk:Echocardiography,Echocardiography,337617,0.0
Eustachian tube dysfunction,Mid-Class,2019-03-08T10:17:13Z,C-Class,2023-07-06T13:39:50Z,https://en.wikipedia.org/w/index.php?title=Eustachian%20tube%20dysfunction&action=history,https://en.wikipedia.org/w/index.php?title=Eustachian%20tube%20dysfunction,Talk:Eustachian tube dysfunction,https://en.wikipedia.org/w/index.php?title=Talk:Eustachian%20tube%20dysfunction,Eustachian tube dysfunction,60155422,0.0
Gastroparesis,Mid-Class,2007-07-15T17:42:16Z,C-Class,2023-10-22T03:54:35Z,https://en.wikipedia.org/w/index.php?title=Gastroparesis&action=history,https://en.wikipedia.org/w/index.php?title=Gastroparesis,Talk:Gastroparesis,https://en.wikipedia.org/w/index.php?title=Talk:Gastroparesis,Gastroparesis,12128133,0.0
Genetic epidemiology,Mid-Class,2019-04-20T15:22:08Z,C-Class,2019-04-20T15:22:08Z,https://en.wikipedia.org/w/index.php?title=Genetic%20epidemiology&action=history,https://en.wikipedia.org/w/index.php?title=Genetic%20epidemiology,Talk:Genetic epidemiology,https://en.wikipedia.org/w/index.php?title=Talk:Genetic%20epidemiology,Genetic epidemiology,16017459,0.0
Hair loss,Mid-Class,2009-03-16T15:14:57Z,C-Class,2013-09-21T02:07:13Z,https://en.wikipedia.org/w/index.php?title=Hair%20loss&action=history,https://en.wikipedia.org/w/index.php?title=Hair%20loss,Talk:Hair loss,https://en.wikipedia.org/w/index.php?title=Talk:Hair%20loss,Hair loss,200129,0.0
Healthcare in Israel,Mid-Class,2010-12-06T21:14:34Z,C-Class,2010-12-06T21:14:34Z,https://en.wikipedia.org/w/index.php?title=Healthcare%20in%20Israel&action=history,https://en.wikipedia.org/w/index.php?title=Healthcare%20in%20Israel,Talk:Healthcare in Israel,https://en.wikipedia.org/w/index.php?title=Talk:Healthcare%20in%20Israel,Healthcare in Israel,16067442,0.0
Hepatomegaly,Mid-Class,2007-08-04T08:51:42Z,C-Class,2016-08-11T22:06:15Z,https://en.wikipedia.org/w/index.php?title=Hepatomegaly&action=history,https://en.wikipedia.org/w/index.php?title=Hepatomegaly,Talk:Hepatomegaly,https://en.wikipedia.org/w/index.php?title=Talk:Hepatomegaly,Hepatomegaly,1497232,0.0
Hunter syndrome,Mid-Class,2007-10-18T18:58:15Z,C-Class,2009-01-18T00:00:35Z,https://en.wikipedia.org/w/index.php?title=Hunter%20syndrome&action=history,https://en.wikipedia.org/w/index.php?title=Hunter%20syndrome,Talk:Hunter syndrome,https://en.wikipedia.org/w/index.php?title=Talk:Hunter%20syndrome,Hunter syndrome,5650081,0.0
Injury in humans,Mid-Class,2014-05-18T20:06:12Z,C-Class,2025-07-25T11:19:19Z,https://en.wikipedia.org/w/index.php?title=Injury%20in%20humans&action=history,https://en.wikipedia.org/w/index.php?title=Injury%20in%20humans,Talk:Injury in humans,https://en.wikipedia.org/w/index.php?title=Talk:Injury%20in%20humans,Injury in humans,515534,0.0
Latent tuberculosis,Mid-Class,2013-08-12T09:51:29Z,C-Class,2013-08-12T09:51:29Z,https://en.wikipedia.org/w/index.php?title=Latent%20tuberculosis&action=history,https://en.wikipedia.org/w/index.php?title=Latent%20tuberculosis,Talk:Latent tuberculosis,https://en.wikipedia.org/w/index.php?title=Talk:Latent%20tuberculosis,Latent tuberculosis,4271984,0.0
Measles vaccine,Mid-Class,2009-07-23T15:58:23Z,C-Class,2019-09-27T14:44:34Z,https://en.wikipedia.org/w/index.php?title=Measles%20vaccine&action=history,https://en.wikipedia.org/w/index.php?title=Measles%20vaccine,Talk:Measles vaccine,https://en.wikipedia.org/w/index.php?title=Talk:Measles%20vaccine,Measles vaccine,21053550,0.0
Medical tourism in India,Mid-Class,2017-06-08T01:35:53Z,C-Class,2024-03-11T07:12:35Z,https://en.wikipedia.org/w/index.php?title=Medical%20tourism%20in%20India&action=history,https://en.wikipedia.org/w/index.php?title=Medical%20tourism%20in%20India,Talk:Medical tourism in India,https://en.wikipedia.org/w/index.php?title=Talk:Medical%20tourism%20in%20India,Medical tourism in India,22310611,0.0
Meigs's syndrome,Mid-Class,2009-03-05T18:41:51Z,C-Class,2009-03-05T18:41:51Z,https://en.wikipedia.org/w/index.php?title=Meigs%27s%20syndrome&action=history,https://en.wikipedia.org/w/index.php?title=Meigs%27s%20syndrome,Talk:Meigs's syndrome,https://en.wikipedia.org/w/index.php?title=Talk:Meigs%27s%20syndrome,Meigs's syndrome,1994163,0.0
Monkeypox virus,Mid-Class,2013-06-15T05:09:20Z,C-Class,2019-05-01T19:00:37Z,https://en.wikipedia.org/w/index.php?title=Monkeypox%20virus&action=history,https://en.wikipedia.org/w/index.php?title=Monkeypox%20virus,Talk:Monkeypox virus,https://en.wikipedia.org/w/index.php?title=Talk:Monkeypox%20virus,Monkeypox virus,39680623,0.0
Monochromacy,Mid-Class,2012-09-18T00:51:53Z,C-Class,2012-09-18T00:51:53Z,https://en.wikipedia.org/w/index.php?title=Monochromacy&action=history,https://en.wikipedia.org/w/index.php?title=Monochromacy,Talk:Monochromacy,https://en.wikipedia.org/w/index.php?title=Talk:Monochromacy,Monochromacy,593784,0.0
Mumps vaccine,Mid-Class,2015-03-17T02:42:01Z,C-Class,2015-03-17T02:42:01Z,https://en.wikipedia.org/w/index.php?title=Mumps%20vaccine&action=history,https://en.wikipedia.org/w/index.php?title=Mumps%20vaccine,Talk:Mumps vaccine,https://en.wikipedia.org/w/index.php?title=Talk:Mumps%20vaccine,Mumps vaccine,5264978,0.0
Muscle tension dysphonia,Mid-Class,2023-04-27T02:36:16Z,C-Class,2023-04-27T02:36:16Z,https://en.wikipedia.org/w/index.php?title=Muscle%20tension%20dysphonia&action=history,https://en.wikipedia.org/w/index.php?title=Muscle%20tension%20dysphonia,Talk:Muscle tension dysphonia,https://en.wikipedia.org/w/index.php?title=Talk:Muscle%20tension%20dysphonia,Muscle tension dysphonia,61442212,0.0
Mycobacterium avium-intracellulare infection,Mid-Class,2012-05-06T14:35:36Z,C-Class,2012-05-06T14:35:36Z,https://en.wikipedia.org/w/index.php?title=Mycobacterium%20avium-intracellulare%20infection&action=history,https://en.wikipedia.org/w/index.php?title=Mycobacterium%20avium-intracellulare%20infection,Talk:Mycobacterium avium-intracellulare infection,https://en.wikipedia.org/w/index.php?title=Talk:Mycobacterium%20avium-intracellulare%20infection,Mycobacterium avium-intracellulare infection,3937782,0.0
Nerve plexus,Mid-Class,2008-06-27T21:35:55Z,C-Class,2013-07-04T09:53:41Z,https://en.wikipedia.org/w/index.php?title=Nerve%20plexus&action=history,https://en.wikipedia.org/w/index.php?title=Nerve%20plexus,Talk:Nerve plexus,https://en.wikipedia.org/w/index.php?title=Talk:Nerve%20plexus,Nerve plexus,3054933,0.0
Norfloxacin,Mid-Class,2017-12-11T03:24:32Z,C-Class,2024-02-06T18:32:45Z,https://en.wikipedia.org/w/index.php?title=Norfloxacin&action=history,https://en.wikipedia.org/w/index.php?title=Norfloxacin,Talk:Norfloxacin,https://en.wikipedia.org/w/index.php?title=Talk:Norfloxacin,Norfloxacin,2977662,0.0
Oral allergy syndrome,Mid-Class,2008-01-25T02:31:41Z,C-Class,2008-12-12T07:15:00Z,https://en.wikipedia.org/w/index.php?title=Oral%20allergy%20syndrome&action=history,https://en.wikipedia.org/w/index.php?title=Oral%20allergy%20syndrome,Talk:Oral allergy syndrome,https://en.wikipedia.org/w/index.php?title=Talk:Oral%20allergy%20syndrome,Oral allergy syndrome,3678047,0.0
Oral and maxillofacial pathology,Mid-Class,2012-04-03T18:09:27Z,C-Class,2012-04-03T18:09:49Z,https://en.wikipedia.org/w/index.php?title=Oral%20and%20maxillofacial%20pathology&action=history,https://en.wikipedia.org/w/index.php?title=Oral%20and%20maxillofacial%20pathology,Talk:Oral and maxillofacial pathology,https://en.wikipedia.org/w/index.php?title=Talk:Oral%20and%20maxillofacial%20pathology,Oral and maxillofacial pathology,17584743,0.0
Osteomyelitis,Mid-Class,2008-04-11T15:30:43Z,C-Class,2010-12-15T16:27:09Z,https://en.wikipedia.org/w/index.php?title=Osteomyelitis&action=history,https://en.wikipedia.org/w/index.php?title=Osteomyelitis,Talk:Osteomyelitis,https://en.wikipedia.org/w/index.php?title=Talk:Osteomyelitis,Osteomyelitis,595094,0.0
Pilomatricoma,Mid-Class,2009-06-17T19:30:03Z,C-Class,2023-11-04T22:16:08Z,https://en.wikipedia.org/w/index.php?title=Pilomatricoma&action=history,https://en.wikipedia.org/w/index.php?title=Pilomatricoma,Talk:Pilomatricoma,https://en.wikipedia.org/w/index.php?title=Talk:Pilomatricoma,Pilomatricoma,23256690,0.0
Placental abruption,Mid-Class,2008-06-27T19:07:39Z,C-Class,2008-06-27T19:07:39Z,https://en.wikipedia.org/w/index.php?title=Placental%20abruption&action=history,https://en.wikipedia.org/w/index.php?title=Placental%20abruption,Talk:Placental abruption,https://en.wikipedia.org/w/index.php?title=Talk:Placental%20abruption,Placental abruption,1422476,0.0
Pseudocyst,Mid-Class,2008-03-23T05:49:13Z,C-Class,2013-06-25T12:04:48Z,https://en.wikipedia.org/w/index.php?title=Pseudocyst&action=history,https://en.wikipedia.org/w/index.php?title=Pseudocyst,Talk:Pseudocyst,https://en.wikipedia.org/w/index.php?title=Talk:Pseudocyst,Pseudocyst,2581777,0.0
Psychosexual disorder,Mid-Class,2012-04-29T14:16:31Z,C-Class,2018-11-15T23:50:49Z,https://en.wikipedia.org/w/index.php?title=Psychosexual%20disorder&action=history,https://en.wikipedia.org/w/index.php?title=Psychosexual%20disorder,Talk:Psychosexual disorder,https://en.wikipedia.org/w/index.php?title=Talk:Psychosexual%20disorder,Psychosexual disorder,877196,0.0
Respiratory rate,Mid-Class,2008-01-29T05:14:49Z,C-Class,2013-02-20T19:39:32Z,https://en.wikipedia.org/w/index.php?title=Respiratory%20rate&action=history,https://en.wikipedia.org/w/index.php?title=Respiratory%20rate,Talk:Respiratory rate,https://en.wikipedia.org/w/index.php?title=Talk:Respiratory%20rate,Respiratory rate,2650394,0.0
Severe combined immunodeficiency,Mid-Class,2009-03-24T23:59:38Z,C-Class,2013-06-20T13:28:31Z,https://en.wikipedia.org/w/index.php?title=Severe%20combined%20immunodeficiency&action=history,https://en.wikipedia.org/w/index.php?title=Severe%20combined%20immunodeficiency,Talk:Severe combined immunodeficiency,https://en.wikipedia.org/w/index.php?title=Talk:Severe%20combined%20immunodeficiency,Severe combined immunodeficiency,232921,0.0
