id,section,user,timestamp,comment,parent_id,indent_level,article,page_id
2113994_542ad6_1,Double checking references and citations,Wazronk,"00:38, 11 September 2012","The other day I happened to notice a page reference was slightly off, I only spot checked a few of the in-line citations earlier but with a little time on my hands, and since I have the source books from Gardner, Gooch, Lewis (2003) and Lewis (2007), I'm giving the citations for these a further double-check as time permits. I'll fix anything that is clear and straightforward as needing it but will post here about anything to discuss. Starting with...
Were the Sadlers urged by Kellogg to go to Michigan or Chicago?
:The article currently states:
:* ""In 1904, they returned to Michigan, where Sadler attended the American Medical Missionary College, from which he received a Doctor of Medicine degree two years later.""
:This is sourced to Gardner (pg 36) and a further note is attached to this sentence cited to Gooch (pg 26) that says, ""Kellogg had encouraged the couple to return to the area.""
:Gooch pg 26 however doesn't say that Kellogg encouraged them to move to Michigan. Rather, Gooch writes, ""Dr. Kellogg, however, urged them to return to Chicago, which they did, matriculating at the Rush Medical College at the University of Chicago. They both graduated in 1906 and began their medical practice together.""
:The current note in the article is a mismatch with the source, in saying that Kellogg wanted them to move to Michigan when Gooch says that Kellogg wanted them to move to Chicago. That being said, Gooch is implying they graduated from Rush in Chicago in 1906.  This is in conflict with Gardner, who says they graduated from the American Medical Missionary College in Michigan in 1906, and then went to Chicago to attend Rush (which isn't mentioned in the article).
:My recommendation: add mention in the article that they moved to Chicago for William Sadler to attend Rush and have the note which is cited to Gooch be attached to that statement, not the statement about the move to Michigan.",,0,William S. Sadler,2113994
2113994_542ad6_2,Double checking references and citations,Mark Arsten,"01:05, 11 September 2012","Huh, that is odd that the sources conflict. I've rewritten it for now to remove the contradiction with the sources, I'll try to look at them in more detail later.",2113994_542ad6_1,2,William S. Sadler,2113994
2113994_542ad6_3,Double checking references and citations,Wazronk,"03:39, 11 September 2012","Excommunicated father-in-law?
:The second paragraph has this statement:
:* ""Although he was a committed member of the Seventh-day Adventist Church for almost twenty years, he left the denomination after it excommunicated his father-in-law in 1907.""
:Is that in reference to John Harvey Kellogg (who was excommunicated in 1907 as the article says later)?  As he was the uncle of Lena Sadler, ""father-in-law"" wouldn't be an accurate description of the relationship between John Kellogg and William Sadler.",,0,William S. Sadler,2113994
2113994_542ad6_4,Double checking references and citations,Mark Arsten,"18:50, 11 September 2012","Alright, I changed ""father-in-law"" to ""wife's uncle"".",2113994_542ad6_3,2,William S. Sadler,2113994
2113994_542ad6_5,Double checking references and citations,Churn and change,"19:19, 11 September 2012","There really is a word uncle-in-law, though it exists only in the very biggest version of Merrian-Webster and in OED, though the OED meaning is different (aunt's husband). Yeah, can't think of a simpler way to put that.",2113994_542ad6_4,3,William S. Sadler,2113994
2113994_542ad6_6,Double checking references and citations,Mark Arsten,"19:21, 11 September 2012","Interesting, thanks. I guess we'll leave it as it is for now.",2113994_542ad6_5,4,William S. Sadler,2113994
2113994_542ad6_7,Double checking references and citations,Wazronk,"21:00, 12 September 2012","Cousin marriage confirmation
:From Gardner pg 98: ""It was probably in Battle Creek that Wilfred met John Kellogg's niece, Anna Bell Kellogg (1877-1960), the sister of Sadler's wife, Lena. An Illinois law prohibited the marriage of first cousins. To make their marriage legal, the couple were first married in Kenosha, Wisconsin (a state that did not forbid cousin marriages), on the morning of Wednesday, August 28, 1912."" ... Pg 99: ""Anna and Wilfred were first cousins by way of Wilfred's mother, Emma Kellogg.""",,0,William S. Sadler,2113994
2113994_542ad6_8,Double checking references and citations,Mark Arsten,"21:05, 12 September 2012","Excellent, thanks for digging that up.",2113994_542ad6_7,2,William S. Sadler,2113994
2113994_542ad6_9,Double checking references and citations,Mchallis,"17:41, 29 November 2012","The talk section is an excellent addition to the article.
In the section referencing Bill Sadler's military service, where it says ""Bill is reported to have enlisted in the Army...""  it should read that Bill is reported to have joined the Marines. I heard this directly from Berkeley Elliott, a friend of Bill Sadler's in Oklahoma City. It is also on one of the audio tapes of talks he gave either in Oklahoma City or California in the late 50's (1957 1958), where Bill states he was a Marine.",,0,William S. Sadler,2113994
2113994_542ad6_10,Double checking references and citations,Mark Arsten,"18:44, 30 November 2012","I'd like to see a published secondary source, if possible.",2113994_542ad6_9,1,William S. Sadler,2113994
2113994_a7cc81_1,Bibliography,Otr500,"10:49, 4 February 2020","I changed the ""Bibliography"" section to a subsection of ""References"". We use subsections for related content and as presented this appeared to be an out-of-place ""Works"" or ""Publications"" section. MOS:NOTES:  and not ""works cited"". It is relatively minor, inline with MOS, and does not change the citation styling.",,0,William S. Sadler,2113994
74680914_ab2ca0_1,Possible addition to this list,Pbritti,"20:58, 5 November 2023","Pinging  I don't want to call you the resident human skin book expert, but...In any case, I am sadly personally familiar with a case of anthropodermic bibliopegy that was relatively high-profile in my hometown and grad school. The Iliff School of Theology in Denver possessed a book, a Latin-language history of Christianity entitled Institutionum Historiae Christianae Compendium, that was previously bound in the skin of an American Indian. The skin, likely that of a Lenape (Delaware) man murdered by a white man under the pretense of trespassing, was removed and buried after student and outside pressure in 1974, with the event suppressed by confidentiality agreements. George Tinker, a professor at Iliff, has been a leading voice in exposing this ugly incident. I have some fairly reliable sources that covered this specific book (which I plan to write an article about); I'll list them below. Do you think it merits inclusion on this FL?
*
* [Webpage for Iliff's 2019 conference on the book.]
*
*
*
Usually, I'd have no issue plugging in an entry like this per BOLD, but I am not well-read on this topic outside of this single instance and don't wanna fudge around on a brand-spanking-new FL. Thank you, and please ping me in your first reply! ~",,0,List of books bound in human skin,74680914
